set_id,candidate_id,raw_rm_score,rm_probability,evidence_score_legacy,rubric_score_legacy,contradiction_fraction_legacy,hard_fail_legacy,verifier_score_legacy,hybrid_score_legacy,legacy_verifier_label,legacy_error,score_version,status
PLT006,PLT006-C3,0.734375,0.08074436893574952,0.0,0.4,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT006,PLT006-C4,2.666015625,0.5572025677081883,0.0,0.4,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT007,PLT007-C1,4.71875,0.12474893518164866,0.25,0.8,0.0,false,0.5525000000000001,0.29584936110898924,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT007,PLT007-C2,6.12890625,0.511045919896354,0.0,0.9,0.0,false,0.49500000000000005,0.5046275519378124,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT007,PLT007-C3,4.6875,0.12091081394358913,0.0,0.8,0.0,false,0.44000000000000006,0.2485464883661535,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT007,PLT007-C4,5.38671875,0.24329433097840816,0.0,1.0,0.0,false,0.55,0.3659765985870449,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT008,PLT008-C1,8.09375,0.8536021307844084,0.0,0.9,0.0,false,0.49500000000000005,0.710161278470645,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT008,PLT008-C2,4.97265625,0.03765144925061646,0.5,0.6,0.0,false,0.555,0.2445908695503699,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT008,PLT008-C3,5.7734375,0.08386033162290549,0.0,1.0,0.0,false,0.55,0.2703161989737433,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT008,PLT008-C4,4.55859375,0.024886088342069675,0.0,0.6,0.0,false,0.33,0.1469316530052418,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT009,PLT009-C1,4.171875,0.1351555101549264,0.5,1.0,0.0,false,0.775,0.3910933060929559,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT009,PLT009-C2,4.32421875,0.15739676649729012,0.0,1.0,0.0,false,0.55,0.3144380598983741,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT009,PLT009-C3,4.58984375,0.20528408340585574,0.0,1.0,0.0,false,0.55,0.3431704500435135,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT009,PLT009-C4,5.484375,0.5021636399419277,0.0,0.6,0.0,false,0.33,0.4332981839651566,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT010,PLT010-C1,3.23828125,0.2897971437440749,0.0,0.4,0.0,false,0.22000000000000003,0.26187828624644494,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT010,PLT010-C2,3.0625,0.24308226469339292,0.5,0.1,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT010,PLT010-C3,2.81640625,0.1900536068881132,0.0,0.2,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT010,PLT010-C4,3.193359375,0.27706698467441887,0.5,0.8,0.0,false,0.665,0.43224019080465137,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT011,PLT011-C1,3.595703125,0.16623812728738926,0.0,1.0,0.0,false,0.55,0.3197428763724336,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT011,PLT011-C2,4.375,0.3623889698006164,0.0,1.0,0.0,false,0.55,0.43743338188036984,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT011,PLT011-C3,4.16015625,0.2923273941944461,0.0,1.0,0.0,false,0.55,0.39539643651666767,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT011,PLT011-C4,3.669921875,0.17904550871754824,0.0,1.0,0.0,false,0.55,0.327427305230529,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT012,PLT012-C1,3.662109375,0.7145948116153786,0.0,0.5,0.0,false,0.275,0.5387568869692272,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT012,PLT012-C2,1.6708984375,0.09756362677957275,0.0,0.9,0.0,false,0.49500000000000005,0.2565381760677437,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT012,PLT012-C3,1.84375,0.11597287296625344,0.0,0.7,0.0,false,0.385,0.2235837237797521,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT012,PLT012-C4,1.365234375,0.07186868863879525,0.0,0.6,0.0,false,0.33,0.17512121318327717,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT013,PLT013-C1,2.650390625,0.08601091231113818,0.6,0.6,0.0,false,0.6000000000000001,0.29160654738668296,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT013,PLT013-C2,4.21875,0.4127464783257693,0.2,0.7,0.0,false,0.47500000000000003,0.4376478869954616,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT013,PLT013-C3,3.00390625,0.12248515029348704,0.5,0.4,0.0,false,0.44500000000000006,0.2514910901760923,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT013,PLT013-C4,4.1328125,0.37875745906960556,0.25,0.8,0.0,false,0.5525000000000001,0.4482544754417634,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT014,PLT014-C1,5.9140625,0.8504832407022814,0.0,0.2,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT014,PLT014-C2,2.962890625,0.044461908392031575,0.0,0.4,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT014,PLT014-C3,2.810546875,0.0381791319155854,0.0,0.0,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT014,PLT014-C4,3.37109375,0.0668757189901016,0.0,0.2,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT015,PLT015-C1,7.046875,0.09983929634139509,0.3333333333333333,0.9,0.0,false,0.645,0.3179035778048371,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT015,PLT015-C2,7.3046875,0.1292016492982884,0.5,1.0,0.0,false,0.775,0.3875209895789731,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT015,PLT015-C3,8.7890625,0.5700644113049204,0.2,0.9,0.0,false,0.5850000000000001,0.5760386467829522,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT015,PLT015-C4,7.74609375,0.20089464305539617,0.0,0.9,0.0,false,0.49500000000000005,0.31853678583323775,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT016,PLT016-C1,3.29296875,0.24653431297183342,0.2,0.9,0.0,false,0.5850000000000001,0.3819205877831001,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT016,PLT016-C2,2.556640625,0.11805764941099497,0.5,1.0,0.0,false,0.775,0.38083458964659705,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT016,PLT016-C3,2.380859375,0.09902692763786083,0.5,0.9,0.0,false,0.7200000000000001,0.3474161565827165,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT016,PLT016-C4,4.0703125,0.5363811099793109,0.0,0.9,0.0,false,0.49500000000000005,0.5198286659875866,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT017,PLT017-C1,0.228515625,0.14946613851254212,0.0,0.9,0.0,false,0.49500000000000005,0.2876796831075253,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT017,PLT017-C2,1.087890625,0.3529918147305396,0.0,0.9,0.0,false,0.49500000000000005,0.4097950888383238,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT017,PLT017-C3,0.0146026611328125,0.1206817487593041,0.0,0.7,0.0,false,0.385,0.22640904925558247,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT017,PLT017-C4,1.1533203125,0.37686029799761417,0.0,0.5,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT018,PLT018-C1,0.02691650390625,0.08288931070029804,0.0,0.7,0.0,false,0.385,0.20373358642017886,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT018,PLT018-C2,1.2822265625,0.29085247222653793,0.0,0.6,0.0,false,0.33,0.30651148333592276,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT018,PLT018-C3,1.900390625,0.5396820839851401,0.0,0.7,0.0,false,0.385,0.4778092503910841,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT018,PLT018-C4,0.0704345703125,0.08657613308802405,0.0,0.5,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT019,PLT019-C1,2.4921875,0.7237539076642079,0.0,1.0,0.0,false,0.55,0.6542523445985248,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT019,PLT019-C2,-2.37890625,0.005547557151963213,0.0,1.0,0.0,false,0.55,0.22332853429117797,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT019,PLT019-C3,1.4052734375,0.24409008685220998,0.0,1.0,0.0,false,0.55,0.366454052111326,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT019,PLT019-C4,-0.81103515625,0.026608448331619045,0.0,0.6,0.0,false,0.33,0.14796506899897144,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT020,PLT020-C1,3.69140625,0.1462291109495226,,,,,,,error,RuntimeError: InterWeb request failed after 3 attempts: 500 Server Error: Internal Server Error for url: https://interweb.l3s.uni-hannover.de/v1/chat/completions,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT020,PLT020-C2,4.43359375,0.30715796056693523,,,,,,,error,RuntimeError: InterWeb request failed after 3 attempts: 500 Server Error: Internal Server Error for url: https://interweb.l3s.uni-hannover.de/v1/chat/completions,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT020,PLT020-C3,2.85546875,0.06338562779385573,,,,,,,error,RuntimeError: InterWeb request failed after 3 attempts: 500 Server Error: Internal Server Error for url: https://interweb.l3s.uni-hannover.de/v1/chat/completions,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT020,PLT020-C4,4.88671875,0.48322730068968656,,,,,,,error,RuntimeError: InterWeb request failed after 3 attempts: 500 Server Error: Internal Server Error for url: https://interweb.l3s.uni-hannover.de/v1/chat/completions,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT021,PLT021-C1,-2.513671875,0.0030060009456806076,0.0,1.0,0.0,false,0.55,0.2218036005674084,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT021,PLT021-C2,2.5546875,0.47769381885636136,0.0,1.0,0.0,false,0.55,0.5066162913138168,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT021,PLT021-C3,1.373046875,0.14654453214147103,0.0,1.0,0.0,false,0.55,0.30792671928488263,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT021,PLT021-C4,2.306640625,0.3727556480564871,0.0,1.0,0.0,false,0.55,0.44365338883389227,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT022,PLT022-C1,3.453125,0.31169991328410507,0.0,0.8,0.0,false,0.44000000000000006,0.3630199479704631,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT022,PLT022-C2,3.17578125,0.23620431182475185,0.25,1.0,0.0,false,0.6625000000000001,0.4067225870948512,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT022,PLT022-C3,3.318359375,0.27240101041378617,0.0,0.8,0.0,false,0.44000000000000006,0.33944060624827177,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT022,PLT022-C4,2.90234375,0.17969476447735688,0.1,0.9,0.0,false,0.54,0.32381685868641413,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT023,PLT023-C1,-2.51953125,0.0021762464793023822,0.0,0.4,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT023,PLT023-C2,3.568359375,0.9586175737834258,0.0,1.0,0.0,false,0.55,0.7951705442700554,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT023,PLT023-C3,-2.95703125,0.001405090332505471,0.0,0.7,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT023,PLT023-C4,0.335205078125,0.03780108940476647,0.0,0.4,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT024,PLT024-C1,5.359375,0.7382146038383443,0.0,1.0,0.0,false,0.55,0.6629287623030066,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT024,PLT024-C2,2.900390625,0.06313341580786544,0.0,1.0,0.0,false,0.55,0.2578800494847193,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT024,PLT024-C3,3.9140625,0.17397682025895297,0.0,1.0,0.0,false,0.55,0.32438609215537184,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT024,PLT024-C4,1.9609375,0.0246751600948373,0.5,1.0,0.0,false,0.775,0.32480509605690244,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT025,PLT025-C1,2.5703125,0.21047298777614937,0.0,0.2,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT025,PLT025-C2,2.384765625,0.17482936581840827,0.0,0.8,0.0,false,0.44000000000000006,0.280897619491045,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT025,PLT025-C3,2.396484375,0.17689019905955425,0.0,0.3,0.0,false,0.165,0.17213411943573254,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT025,PLT025-C4,3.302734375,0.437807447345888,0.3333333333333333,1.0,0.0,false,0.7000000000000001,0.5426844684075328,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT026,PLT026-C1,3.693359375,0.3699774715081613,0.5,0.4,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT026,PLT026-C2,3.224609375,0.23152598558374554,0.4,0.2,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT026,PLT026-C3,3.005859375,0.18603635581214756,0.2,0.5,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT026,PLT026-C4,3.138671875,0.21246018709594558,0.2,0.3,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT027,PLT027-C1,-1.9306640625,0.0270548151313025,0.0,1.0,0.0,false,0.55,0.23623288907878154,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT027,PLT027-C2,0.86474609375,0.4428695044275124,0.0,1.0,0.0,false,0.55,0.48572170265650744,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT027,PLT027-C3,0.86474609375,0.4428695044275124,0.0,1.0,0.0,false,0.55,0.48572170265650744,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT027,PLT027-C4,-0.76025390625,0.0872061760136727,0.0,1.0,0.0,false,0.55,0.2723237056082036,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT028,PLT028-C1,2.955078125,0.1887849149689388,0.0,1.0,0.0,false,0.55,0.3332709489813633,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT028,PLT028-C2,2.91796875,0.1819076200354151,0.0,1.0,0.0,false,0.55,0.3291445720212491,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT028,PLT028-C3,4.08203125,0.582635324962402,0.0,1.0,0.0,false,0.55,0.5695811949774412,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT028,PLT028-C4,1.5576171875,0.046672140033244026,0.0,1.0,0.0,false,0.55,0.24800328401994645,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT029,PLT029-C1,4.78125,0.1292048216126831,0.2,1.0,0.0,false,0.64,0.33352289296760984,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT029,PLT029-C2,4.99609375,0.16017110653115185,0.25,1.0,0.0,false,0.6625000000000001,0.36110266391869117,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT029,PLT029-C3,5.73046875,0.33382525239374544,0.25,1.0,0.0,false,0.6625000000000001,0.46529515143624733,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT029,PLT029-C4,5.8515625,0.3767988194624196,0.6,1.0,0.0,false,0.8200000000000001,0.5540792916774518,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT030,PLT030-C1,2.837890625,0.20140885419673524,0.8,0.8,0.0,false,0.8,0.4408453125180412,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT030,PLT030-C2,2.056640625,0.0922116928074602,0.8333333333333334,0.7,0.0,false,0.76,0.35932701568447617,aligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT030,PLT030-C3,3.96484375,0.6215958157172006,0.8333333333333334,0.6,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
PLT030,PLT030-C4,1.97265625,0.08478363727860387,1.0,0.3,0.0,true,0.0,0.0,misaligned,,legacy_v1_deprecated,diagnostic_only_not_recomputed
